Array Size, Qty operations, method
213,23762,Insertionsort
213,4607,Heapsort
213,4200,Mergesort
213,2397,Quicksort
213,851,Radixsort
214,33991,Bubblesort
214,24862,Insertionsort
214,4570,Heapsort
214,4216,Mergesort
214,2804,Quicksort
214,855,Radixsort
215,34656,Bubblesort
215,25850,Insertionsort
215,4624,Heapsort
215,4234,Mergesort
215,2459,Quicksort
215,859,Radixsort
216,34914,Bubblesort
216,25398,Insertionsort
216,4653,Heapsort
216,4252,Mergesort
216,2801,Quicksort
216,863,Radixsort
217,34049,Bubblesort
217,23860,Insertionsort
217,4656,Heapsort
217,4280,Mergesort
217,2706,Quicksort
217,867,Radixsort
218,34457,Bubblesort
218,23226,Insertionsort
218,4784,Heapsort
218,4296,Mergesort
218,2851,Quicksort
218,871,Radixsort
219,35291,Bubblesort
219,24566,Insertionsort
219,4793,Heapsort
219,4314,Mergesort
219,2466,Quicksort
219,875,Radixsort
220,36055,Bubblesort
220,25318,Insertionsort
220,4819,Heapsort
220,4332,Mergesort
220,2498,Quicksort
220,879,Radixsort
221,36061,Bubblesort
221,25850,Insertionsort
221,4828,Heapsort
221,4354,Mergesort
221,2801,Quicksort
221,883,Radixsort
222,35307,Bubblesort
222,23340,Insertionsort
222,4875,Heapsort
222,4372,Mergesort
222,2773,Quicksort
222,887,Radixsort
223,36099,Bubblesort
223,24282,Insertionsort
223,4884,Heapsort
223,4392,Mergesort
223,2779,Quicksort
223,891,Radixsort
224,36515,Bubblesort
224,25184,Insertionsort
224,4907,Heapsort
224,4412,Mergesort
224,3074,Quicksort
224,895,Radixsort
225,36749,Bubblesort
225,24728,Insertionsort
225,4913,Heapsort
225,4486,Mergesort
225,2932,Quicksort
225,899,Radixsort
226,37285,Bubblesort
226,25654,Insertionsort
226,4903,Heapsort
226,4500,Mergesort
226,3214,Quicksort
226,903,Radixsort
227,36968,Bubblesort
227,25130,Insertionsort
227,4987,Heapsort
227,4516,Mergesort
227,2645,Quicksort
227,907,Radixsort
228,37976,Bubblesort
228,26810,Insertionsort
228,5013,Heapsort
228,4532,Mergesort
228,3038,Quicksort
228,911,Radixsort
229,37389,Bubblesort
229,24196,Insertionsort
229,5046,Heapsort
229,4552,Mergesort
229,2881,Quicksort
229,915,Radixsort
230,38619,Bubblesort
230,25954,Insertionsort
230,5015,Heapsort
230,4568,Mergesort
230,3356,Quicksort
230,919,Radixsort
231,39395,Bubblesort
231,27748,Insertionsort
231,5072,Heapsort
231,4586,Mergesort
231,3231,Quicksort
231,923,Radixsort
232,39338,Bubblesort
232,27938,Insertionsort
232,5122,Heapsort
232,4604,Mergesort
232,2844,Quicksort
232,927,Radixsort
233,38314,Bubblesort
233,24934,Insertionsort
233,5149,Heapsort
233,4632,Mergesort
233,2964,Quicksort
233,931,Radixsort
234,40184,Bubblesort
234,28640,Insertionsort
234,5190,Heapsort
234,4648,Mergesort
234,2590,Quicksort
234,935,Radixsort
235,41755,Bubblesort
235,30744,Insertionsort
235,5136,Heapsort
235,4666,Mergesort
235,2714,Quicksort
235,939,Radixsort
236,40087,Bubblesort
236,27770,Insertionsort
236,5213,Heapsort
236,4684,Mergesort
236,3255,Quicksort
236,943,Radixsort
237,41513,Bubblesort
237,29800,Insertionsort
237,5225,Heapsort
237,4706,Mergesort
237,3297,Quicksort
237,947,Radixsort
238,40526,Bubblesort
238,26594,Insertionsort
238,5266,Heapsort
238,4724,Mergesort
238,3052,Quicksort
238,951,Radixsort
239,42186,Bubblesort
239,29288,Insertionsort
239,5206,Heapsort
239,4744,Mergesort
239,3035,Quicksort
239,955,Radixsort
240,41233,Bubblesort
240,27798,Insertionsort
240,5304,Heapsort
240,4764,Mergesort
240,2848,Quicksort
240,959,Radixsort
241,42339,Bubblesort
241,29494,Insertionsort
241,5298,Heapsort
241,4808,Mergesort
241,2964,Quicksort
241,963,Radixsort
242,42147,Bubblesort
242,28406,Insertionsort
242,5327,Heapsort
242,4824,Mergesort
242,3072,Quicksort
242,967,Radixsort
243,43627,Bubblesort
243,31040,Insertionsort
243,5369,Heapsort
243,4842,Mergesort
243,3792,Quicksort
243,971,Radixsort
244,41883,Bubblesort
244,27198,Insertionsort
244,5344,Heapsort
244,4860,Mergesort
244,2998,Quicksort
244,975,Radixsort
245,43282,Bubblesort
245,29834,Insertionsort
245,5392,Heapsort
245,4882,Mergesort
245,3236,Quicksort
245,979,Radixsort
246,44351,Bubblesort
246,31040,Insertionsort
246,5418,Heapsort
246,4900,Mergesort
246,2689,Quicksort
246,983,Radixsort
247,44369,Bubblesort
247,30642,Insertionsort
247,5442,Heapsort
247,4920,Mergesort
247,3348,Quicksort
247,987,Radixsort
248,44767,Bubblesort
248,31654,Insertionsort
248,5567,Heapsort
248,4940,Mergesort
248,3692,Quicksort
248,991,Radixsort
249,45624,Bubblesort
249,34126,Insertionsort
249,5453,Heapsort
249,4970,Mergesort
249,3573,Quicksort
249,995,Radixsort
250,45502,Bubblesort
250,31442,Insertionsort
250,5569,Heapsort
250,4988,Mergesort
250,3421,Quicksort
250,999,Radixsort
251,45363,Bubblesort
251,30946,Insertionsort
251,5611,Heapsort
251,5008,Mergesort
251,3022,Quicksort
251,1003,Radixsort
252,46376,Bubblesort
252,32120,Insertionsort
252,5592,Heapsort
252,5028,Mergesort
252,3223,Quicksort
252,1007,Radixsort
253,47112,Bubblesort
253,33858,Insertionsort
253,5661,Heapsort
253,5052,Mergesort
253,3088,Quicksort
253,1011,Radixsort
254,47234,Bubblesort
254,33750,Insertionsort
254,5660,Heapsort
254,5072,Mergesort
254,3456,Quicksort
254,1015,Radixsort
255,47121,Bubblesort
255,32830,Insertionsort
255,5702,Heapsort
255,5094,Mergesort
255,3202,Quicksort
255,1019,Radixsort
256,47833,Bubblesort
256,33134,Insertionsort
256,5764,Heapsort
256,5116,Mergesort
256,3484,Quicksort
256,1023,Radixsort
257,49058,Bubblesort
257,35976,Insertionsort
257,5710,Heapsort
257,5634,Mergesort
257,3165,Quicksort
257,1027,Radixsort
258,47543,Bubblesort
258,31704,Insertionsort
258,5766,Heapsort
258,5644,Mergesort
258,3514,Quicksort
258,1031,Radixsort
259,50756,Bubblesort
259,37896,Insertionsort
259,5766,Heapsort
259,5656,Mergesort
259,3276,Quicksort
259,1035,Radixsort
260,49690,Bubblesort
260,35202,Insertionsort
260,5795,Heapsort
260,5668,Mergesort
260,3223,Quicksort
260,1039,Radixsort
261,47898,Bubblesort
261,30952,Insertionsort
261,5900,Heapsort
261,5684,Mergesort
261,3622,Quicksort
261,1043,Radixsort
262,49309,Bubblesort
262,34376,Insertionsort
262,5878,Heapsort
262,5696,Mergesort
262,3191,Quicksort
262,1047,Radixsort
263,50278,Bubblesort
263,35082,Insertionsort
263,5923,Heapsort
263,5710,Mergesort
263,3754,Quicksort
263,1051,Radixsort
264,50345,Bubblesort
264,33662,Insertionsort
264,5910,Heapsort
264,5724,Mergesort
264,3140,Quicksort
264,1055,Radixsort
265,51301,Bubblesort
265,36024,Insertionsort
265,5934,Heapsort
265,5748,Mergesort
265,3314,Quicksort
265,1059,Radixsort
266,51382,Bubblesort
266,35046,Insertionsort
266,5966,Heapsort
266,5760,Mergesort
266,3739,Quicksort
266,1063,Radixsort
267,52535,Bubblesort
267,36326,Insertionsort
267,5987,Heapsort
267,5774,Mergesort
267,3102,Quicksort
267,1067,Radixsort
268,52538,Bubblesort
268,36432,Insertionsort
268,6088,Heapsort
268,5788,Mergesort
268,3317,Quicksort
268,1071,Radixsort
269,50909,Bubblesort
269,32340,Insertionsort
269,6166,Heapsort
269,5806,Mergesort
269,3719,Quicksort
269,1075,Radixsort
270,54075,Bubblesort
270,37884,Insertionsort
270,6099,Heapsort
270,5820,Mergesort
270,3242,Quicksort
270,1079,Radixsort
271,52647,Bubblesort
271,35226,Insertionsort
271,6108,Heapsort
271,5836,Mergesort
271,3542,Quicksort
271,1083,Radixsort
272,55364,Bubblesort
272,41422,Insertionsort
272,6098,Heapsort
272,5852,Mergesort
272,3420,Quicksort
272,1087,Radixsort
273,54500,Bubblesort
273,37856,Insertionsort
273,6152,Heapsort
273,5892,Mergesort
273,3583,Quicksort
273,1091,Radixsort
274,53242,Bubblesort
274,34876,Insertionsort
274,6235,Heapsort
274,5904,Mergesort
274,3494,Quicksort
274,1095,Radixsort
275,53446,Bubblesort
275,34172,Insertionsort
275,6277,Heapsort
275,5918,Mergesort
275,3499,Quicksort
275,1099,Radixsort
276,56157,Bubblesort
276,39586,Insertionsort
276,6201,Heapsort
276,5932,Mergesort
276,3618,Quicksort
276,1103,Radixsort
277,55740,Bubblesort
277,40540,Insertionsort
277,6243,Heapsort
277,5950,Mergesort
277,3519,Quicksort
277,1107,Radixsort
278,57539,Bubblesort
278,41346,Insertionsort
278,6260,Heapsort
278,5964,Mergesort
278,3358,Quicksort
278,1111,Radixsort
279,56582,Bubblesort
279,39870,Insertionsort
279,6398,Heapsort
279,5980,Mergesort
279,3674,Quicksort
279,1115,Radixsort
280,56412,Bubblesort
280,38088,Insertionsort
280,6427,Heapsort
280,5996,Mergesort
280,3492,Quicksort
280,1119,Radixsort
281,56789,Bubblesort
281,38678,Insertionsort
281,6397,Heapsort
281,6022,Mergesort
281,3646,Quicksort
281,1123,Radixsort
282,58618,Bubblesort
282,41142,Insertionsort
282,6399,Heapsort
282,6036,Mergesort
282,3825,Quicksort
282,1127,Radixsort
283,58510,Bubblesort
283,41470,Insertionsort
283,6441,Heapsort
283,6052,Mergesort
283,4198,Quicksort
283,1131,Radixsort
284,58045,Bubblesort
284,38794,Insertionsort
284,6512,Heapsort
284,6068,Mergesort
284,3354,Quicksort
284,1135,Radixsort
285,58154,Bubblesort
285,38800,Insertionsort
285,6494,Heapsort
285,6088,Mergesort
285,4481,Quicksort
285,1139,Radixsort
286,60103,Bubblesort
286,42060,Insertionsort
286,6520,Heapsort
286,6104,Mergesort
286,4650,Quicksort
286,1143,Radixsort
287,60500,Bubblesort
287,43164,Insertionsort
287,6535,Heapsort
287,6122,Mergesort
287,3611,Quicksort
287,1147,Radixsort
288,59796,Bubblesort
288,42292,Insertionsort
288,6570,Heapsort
288,6140,Mergesort
288,4584,Quicksort
288,1151,Radixsort
289,60139,Bubblesort
289,41504,Insertionsort
289,6609,Heapsort
289,6212,Mergesort
289,4572,Quicksort
289,1155,Radixsort
290,59938,Bubblesort
290,41690,Insertionsort
290,6653,Heapsort
290,6224,Mergesort
290,3855,Quicksort
290,1159,Radixsort
291,61535,Bubblesort
291,43416,Insertionsort
291,6722,Heapsort
291,6238,Mergesort
291,3873,Quicksort
291,1163,Radixsort
292,61787,Bubblesort
292,42762,Insertionsort
292,6742,Heapsort
292,6252,Mergesort
292,4208,Quicksort
292,1167,Radixsort
293,62568,Bubblesort
293,44756,Insertionsort
293,6706,Heapsort
293,6270,Mergesort
293,3584,Quicksort
293,1171,Radixsort
294,64010,Bubblesort
294,44968,Insertionsort
294,6762,Heapsort
294,6284,Mergesort
294,3849,Quicksort
294,1175,Radixsort
295,63479,Bubblesort
295,45484,Insertionsort
295,6783,Heapsort
295,6300,Mergesort
295,3957,Quicksort
295,1179,Radixsort
296,63946,Bubblesort
296,45496,Insertionsort
296,6836,Heapsort
296,6316,Mergesort
296,4049,Quicksort
296,1183,Radixsort
297,63566,Bubblesort
297,43436,Insertionsort
297,6788,Heapsort
297,6342,Mergesort
297,3877,Quicksort
297,1187,Radixsort
298,64429,Bubblesort
298,45460,Insertionsort
298,6862,Heapsort
298,6356,Mergesort
298,4235,Quicksort
298,1191,Radixsort
299,62531,Bubblesort
299,40474,Insertionsort
299,6985,Heapsort
299,6372,Mergesort
299,4567,Quicksort
299,1195,Radixsort
300,67819,Bubblesort
300,49766,Insertionsort
300,6849,Heapsort
300,6388,Mergesort
300,3892,Quicksort
300,1199,Radixsort
301,66031,Bubblesort
301,46054,Insertionsort
301,6912,Heapsort
301,6408,Mergesort
301,4330,Quicksort
301,1203,Radixsort
302,65738,Bubblesort
302,45270,Insertionsort
302,7007,Heapsort
302,6424,Mergesort
302,3608,Quicksort
302,1207,Radixsort
303,65619,Bubblesort
303,45806,Insertionsort
303,7007,Heapsort
303,6442,Mergesort
303,4070,Quicksort
303,1211,Radixsort
304,66530,Bubblesort
304,45134,Insertionsort
304,7108,Heapsort
304,6460,Mergesort
304,4015,Quicksort
304,1215,Radixsort
305,67921,Bubblesort
305,47236,Insertionsort
305,7015,Heapsort
305,6502,Mergesort
305,3806,Quicksort
305,1219,Radixsort
306,67669,Bubblesort
306,46420,Insertionsort
306,7134,Heapsort
306,6516,Mergesort
306,4091,Quicksort
306,1223,Radixsort
307,67739,Bubblesort
307,46062,Insertionsort
307,7140,Heapsort
307,6532,Mergesort
307,4060,Quicksort
307,1227,Radixsort
308,68830,Bubblesort
308,48166,Insertionsort
308,7130,Heapsort
308,6548,Mergesort
308,4231,Quicksort
308,1231,Radixsort
309,67918,Bubblesort
309,46158,Insertionsort
309,7130,Heapsort
309,6568,Mergesort
309,4014,Quicksort
309,1235,Radixsort
310,70115,Bubblesort
310,49984,Insertionsort
310,7201,Heapsort
310,6584,Mergesort
310,4120,Quicksort
310,1239,Radixsort
311,70605,Bubblesort
311,50564,Insertionsort
311,7294,Heapsort
311,6602,Mergesort
311,3909,Quicksort
311,1243,Radixsort
312,70171,Bubblesort
312,49170,Insertionsort
312,7224,Heapsort
312,6620,Mergesort
312,4027,Quicksort
312,1247,Radixsort
313,70552,Bubblesort
313,48606,Insertionsort
313,7257,Heapsort
313,6648,Mergesort
313,4501,Quicksort
313,1251,Radixsort
314,70814,Bubblesort
314,49692,Insertionsort
314,7397,Heapsort
314,6664,Mergesort
314,4439,Quicksort
314,1255,Radixsort
315,69856,Bubblesort
315,47004,Insertionsort
315,7394,Heapsort
315,6682,Mergesort
315,4357,Quicksort
315,1259,Radixsort
316,72228,Bubblesort
316,50604,Insertionsort
316,7426,Heapsort
316,6700,Mergesort
316,4323,Quicksort
316,1263,Radixsort
317,72958,Bubblesort
317,51846,Insertionsort
317,7426,Heapsort
317,6722,Mergesort
317,4077,Quicksort
317,1267,Radixsort
318,71579,Bubblesort
318,49608,Insertionsort
318,7458,Heapsort
318,6740,Mergesort
318,4205,Quicksort
318,1271,Radixsort
319,73339,Bubblesort
319,52372,Insertionsort
319,7440,Heapsort
319,6760,Mergesort
319,4434,Quicksort
319,1275,Radixsort
320,72595,Bubblesort
320,47428,Insertionsort
320,7520,Heapsort
320,6780,Mergesort
320,4137,Quicksort
320,1279,Radixsort
321,74120,Bubblesort
321,50444,Insertionsort
321,7529,Heapsort
321,6916,Mergesort
321,4220,Quicksort
321,1283,Radixsort
322,74740,Bubblesort
322,52696,Insertionsort
322,7549,Heapsort
322,6928,Mergesort
322,4289,Quicksort
322,1287,Radixsort
323,74556,Bubblesort
323,50760,Insertionsort
323,7531,Heapsort
323,6942,Mergesort
323,4038,Quicksort
323,1291,Radixsort
324,74912,Bubblesort
324,52260,Insertionsort
324,7629,Heapsort
324,6956,Mergesort
324,4558,Quicksort
324,1295,Radixsort
325,77031,Bubblesort
325,56164,Insertionsort
325,7626,Heapsort
325,6974,Mergesort
325,4389,Quicksort
325,1299,Radixsort
326,76203,Bubblesort
326,52106,Insertionsort
326,7658,Heapsort
326,6988,Mergesort
326,4804,Quicksort
326,1303,Radixsort
327,77653,Bubblesort
327,53088,Insertionsort
327,7718,Heapsort
327,7004,Mergesort
327,4694,Quicksort
327,1307,Radixsort
328,75442,Bubblesort
328,50104,Insertionsort
328,7774,Heapsort
328,7020,Mergesort
328,4445,Quicksort
328,1311,Radixsort
329,79489,Bubblesort
329,57774,Insertionsort
329,7729,Heapsort
329,7046,Mergesort
329,4871,Quicksort
329,1315,Radixsort
330,79202,Bubblesort
330,57080,Insertionsort
330,7761,Heapsort
330,7060,Mergesort
330,4187,Quicksort
330,1319,Radixsort
331,79528,Bubblesort
331,58092,Insertionsort
331,7773,Heapsort
331,7076,Mergesort
331,4157,Quicksort
331,1323,Radixsort
332,77752,Bubblesort
332,52826,Insertionsort
332,7781,Heapsort
332,7092,Mergesort
332,4245,Quicksort
332,1327,Radixsort
333,79589,Bubblesort
333,53822,Insertionsort
333,7916,Heapsort
333,7112,Mergesort
333,4621,Quicksort
333,1331,Radixsort
334,80203,Bubblesort
334,55880,Insertionsort
334,7915,Heapsort
334,7128,Mergesort
334,4569,Quicksort
334,1335,Radixsort
335,80531,Bubblesort
335,55894,Insertionsort
335,7882,Heapsort
335,7146,Mergesort
335,4653,Quicksort
335,1339,Radixsort
336,81897,Bubblesort
336,57086,Insertionsort
336,7968,Heapsort
336,7164,Mergesort
336,4497,Quicksort
336,1343,Radixsort
337,82189,Bubblesort
337,55838,Insertionsort
337,8001,Heapsort
337,7206,Mergesort
337,4882,Quicksort
337,1347,Radixsort
338,80996,Bubblesort
338,53464,Insertionsort
338,8006,Heapsort
338,7220,Mergesort
338,4488,Quicksort
338,1351,Radixsort
339,81963,Bubblesort
339,55388,Insertionsort
339,8030,Heapsort
339,7236,Mergesort
339,5732,Quicksort
339,1355,Radixsort
340,83450,Bubblesort
340,58666,Insertionsort
340,8074,Heapsort
340,7252,Mergesort
340,5120,Quicksort
340,1359,Radixsort
341,83322,Bubblesort
341,59426,Insertionsort
341,8038,Heapsort
341,7272,Mergesort
341,4604,Quicksort
341,1363,Radixsort
342,85317,Bubblesort
342,61130,Insertionsort
342,8088,Heapsort
342,7288,Mergesort
342,4959,Quicksort
342,1367,Radixsort
343,86061,Bubblesort
343,64016,Insertionsort
343,8076,Heapsort
343,7306,Mergesort
343,4508,Quicksort
343,1371,Radixsort
344,86446,Bubblesort
344,60994,Insertionsort
344,8171,Heapsort
344,7324,Mergesort
344,5494,Quicksort
344,1375,Radixsort
345,86293,Bubblesort
345,62298,Insertionsort
345,8174,Heapsort
345,7352,Mergesort
345,4925,Quicksort
345,1379,Radixsort
346,86984,Bubblesort
346,61902,Insertionsort
346,8257,Heapsort
346,7368,Mergesort
346,4858,Quicksort
346,1383,Radixsort
347,86083,Bubblesort
347,58722,Insertionsort
347,8302,Heapsort
347,7386,Mergesort
347,5190,Quicksort
347,1387,Radixsort
348,89096,Bubblesort
348,64900,Insertionsort
348,8205,Heapsort
348,7404,Mergesort
348,4357,Quicksort
348,1391,Radixsort
349,85957,Bubblesort
349,59460,Insertionsort
349,8307,Heapsort
349,7426,Mergesort
349,4692,Quicksort
349,1395,Radixsort
350,90104,Bubblesort
350,64834,Insertionsort
350,8297,Heapsort
350,7444,Mergesort
350,4798,Quicksort
350,1399,Radixsort
351,88109,Bubblesort
351,61534,Insertionsort
351,8360,Heapsort
351,7464,Mergesort
351,4915,Quicksort
351,1403,Radixsort
352,90742,Bubblesort
352,66086,Insertionsort
352,8323,Heapsort
352,7484,Mergesort
352,4646,Quicksort
352,1407,Radixsort
353,91253,Bubblesort
353,64114,Insertionsort
353,8395,Heapsort
353,7558,Mergesort
353,4506,Quicksort
353,1411,Radixsort
354,91885,Bubblesort
354,67480,Insertionsort
354,8379,Heapsort
354,7572,Mergesort
354,4566,Quicksort
354,1415,Radixsort
355,90989,Bubblesort
355,65432,Insertionsort
355,8478,Heapsort
355,7588,Mergesort
355,4679,Quicksort
355,1419,Radixsort
356,90555,Bubblesort
356,61174,Insertionsort
356,8495,Heapsort
356,7604,Mergesort
356,4735,Quicksort
356,1423,Radixsort
357,91099,Bubblesort
357,62206,Insertionsort
357,8543,Heapsort
357,7624,Mergesort
357,5239,Quicksort
357,1427,Radixsort
358,91831,Bubblesort
358,63650,Insertionsort
358,8521,Heapsort
358,7640,Mergesort
358,5376,Quicksort
358,1431,Radixsort
359,91609,Bubblesort
359,64024,Insertionsort
359,8620,Heapsort
359,7658,Mergesort
359,4902,Quicksort
359,1435,Radixsort
360,94279,Bubblesort
360,65894,Insertionsort
360,8586,Heapsort
360,7676,Mergesort
360,5057,Quicksort
360,1439,Radixsort
361,94307,Bubblesort
361,65834,Insertionsort
361,8616,Heapsort
361,7704,Mergesort
361,4885,Quicksort
361,1443,Radixsort
362,96672,Bubblesort
362,70722,Insertionsort
362,8657,Heapsort
362,7720,Mergesort
362,4977,Quicksort
362,1447,Radixsort
363,94021,Bubblesort
363,65134,Insertionsort
363,8696,Heapsort
363,7738,Mergesort
363,4758,Quicksort
363,1451,Radixsort
364,95531,Bubblesort
364,64738,Insertionsort
364,8677,Heapsort
364,7756,Mergesort
364,4861,Quicksort
364,1455,Radixsort
365,95336,Bubblesort
365,66608,Insertionsort
365,8791,Heapsort
365,7778,Mergesort
365,5484,Quicksort
365,1459,Radixsort
366,95877,Bubblesort
366,66016,Insertionsort
366,8853,Heapsort
366,7796,Mergesort
366,5959,Quicksort
366,1463,Radixsort
367,96893,Bubblesort
367,66226,Insertionsort
367,8808,Heapsort
367,7816,Mergesort
367,4676,Quicksort
367,1467,Radixsort
368,97936,Bubblesort
368,68504,Insertionsort
368,8840,Heapsort
368,7836,Mergesort
368,4819,Quicksort
368,1471,Radixsort
369,97364,Bubblesort
369,68554,Insertionsort
369,8855,Heapsort
369,7880,Mergesort
369,5026,Quicksort
369,1475,Radixsort
370,97478,Bubblesort
370,66744,Insertionsort
370,8866,Heapsort
370,7896,Mergesort
370,5010,Quicksort
370,1479,Radixsort
371,100226,Bubblesort
371,70202,Insertionsort
371,8965,Heapsort
371,7914,Mergesort
371,4658,Quicksort
371,1483,Radixsort
372,99440,Bubblesort
372,70198,Insertionsort
372,8928,Heapsort
372,7932,Mergesort
372,5285,Quicksort
372,1487,Radixsort
373,99949,Bubblesort
373,68652,Insertionsort
373,8994,Heapsort
373,7954,Mergesort
373,4798,Quicksort
373,1491,Radixsort
374,100116,Bubblesort
374,68822,Insertionsort
374,8984,Heapsort
374,7972,Mergesort
374,5363,Quicksort
374,1495,Radixsort
375,100674,Bubblesort
375,70700,Insertionsort
375,9068,Heapsort
375,7992,Mergesort
375,4797,Quicksort
375,1499,Radixsort
376,100451,Bubblesort
376,70422,Insertionsort
376,9130,Heapsort
376,8012,Mergesort
376,4750,Quicksort
376,1503,Radixsort
377,102372,Bubblesort
377,73082,Insertionsort
377,9055,Heapsort
377,8042,Mergesort
377,4665,Quicksort
377,1507,Radixsort
378,105307,Bubblesort
378,75912,Insertionsort
378,9141,Heapsort
378,8060,Mergesort
378,5085,Quicksort
378,1511,Radixsort
379,100991,Bubblesort
379,65660,Insertionsort
379,9198,Heapsort
379,8080,Mergesort
379,4990,Quicksort
379,1515,Radixsort
380,103757,Bubblesort
380,73660,Insertionsort
380,9179,Heapsort
380,8100,Mergesort
380,5860,Quicksort
380,1519,Radixsort
381,103385,Bubblesort
381,69588,Insertionsort
381,9248,Heapsort
381,8124,Mergesort
381,5251,Quicksort
381,1523,Radixsort
382,102957,Bubblesort
382,70386,Insertionsort
382,9220,Heapsort
382,8144,Mergesort
382,5489,Quicksort
382,1527,Radixsort
383,105763,Bubblesort
383,72442,Insertionsort
383,9190,Heapsort
383,8166,Mergesort
383,6065,Quicksort
383,1531,Radixsort
384,105004,Bubblesort
384,72264,Insertionsort
384,9321,Heapsort
384,8188,Mergesort
384,5788,Quicksort
384,1535,Radixsort
385,107064,Bubblesort
385,73632,Insertionsort
385,9345,Heapsort
385,8452,Mergesort
385,5209,Quicksort
385,1539,Radixsort
386,108211,Bubblesort
386,76546,Insertionsort
386,9320,Heapsort
386,8464,Mergesort
386,5463,Quicksort
386,1543,Radixsort
387,109775,Bubblesort
387,77180,Insertionsort
387,9326,Heapsort
387,8478,Mergesort
387,5344,Quicksort
387,1547,Radixsort
388,107167,Bubblesort
388,74104,Insertionsort
388,9424,Heapsort
388,8492,Mergesort
